,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
ENSG00000100154,152.386985820534,94.4743868354657,0.0,287.42521352528,439.928617372027,368.096141543865,325.288747653419,476.417664634693,254.663610785094,212.319957425709,279.874030459549,234.843194887221,223.32513644746,200.982440847903,326.86627669858,260.909073350096,661.03587522044,147.069992450591,192.364877838192,466.225260047634,333.694753685472,268.388087818167,348.330685342156,479.459650173064,163.67438963987,273.209533513924,157.348413529584,409.298093327467,272.271772916662,310.030146791079,718.389064071073,928.191998757661,577.4675949497,847.282438405464,688.02148476477,0.0,802.369561796102,983.431761466591,899.371112103633,986.987076941685,1031.2501047814,1003.79822214322,736.811452280921,1626.63253846235,1054.13374513437,1040.51857327146,987.275584916803,839.556778987178,363.21030761238,724.417970101925,556.26367251279,790.442106226378,970.6142264831,629.919692408624,1088.58823453094,576.283264963188,1007.51775839504,873.408173557115,1110.60179943752,928.553061650301
ENSG00000162407,208.826610198509,313.483192681318,0.0,234.362097182151,343.1642729614,204.558628435966,521.180866406031,439.051573290795,278.007775107061,273.760531186263,270.423738521954,453.863621324594,384.581706361838,250.539755029578,386.563411065686,447.544760856005,610.248004855364,164.718391544662,379.622723521389,743.073046524008,444.926338247296,449.647289156233,665.959146816014,320.757388344218,211.937350687523,307.575512572279,125.757226257235,213.304897580024,160.769999246029,204.396606471681,319.543187590055,1492.57004825352,933.648394984292,996.675508890925,1179.84246939841,8913.11356608006,889.900786719313,887.48719937229,342.517502974047,1297.60867021314,319.627225458561,1385.22050256976,773.081113560018,6.48060772295758,341.193047942041,1146.03034186213,1069.34590755459,728.556211422036,28.1360097446209,650.066219874891,547.67641170213,1196.65373367531,787.662754268604,1023.72269801664,634.025292153162,1082.11183609075,949.182044029098,470.023320256067,1395.20841661622,1486.37144434226
ENSG00000173175,11.2879248755951,34.3543224856239,0.0,89.9125026925234,154.623436944817,46.4905973718106,56.6110251441034,226.272442026935,57.2993124266461,35.7755239618412,82.8717908373729,44.9699734890424,82.1495733526078,31.6616173938478,209.429291058372,114.266747452597,275.365484635645,24.7077587316993,71.4984501699476,129.082403510456,110.334555654067,94.9082513443953,137.322674029119,113.997399341847,34.6234285776647,94.5064424104767,17.0106393004956,82.8488587702124,51.8612900793641,151.150431676537,1177.87817323342,268.529343502755,213.203259027798,439.518743602153,622.034769474031,77.8437866033193,712.263889081032,702.927173677001,760.683043414755,598.896309329143,817.160170747832,874.903796343911,755.617943314527,22.6821270303515,870.806137284911,528.886035011069,639.540588258914,493.676557402979,746.883167766302,527.965639226827,357.802533777524,487.10225455997,404.759894279858,321.977300182652,128.267760967987,302.593877370953,631.334179773518,839.644683633239,700.386675235833,736.320265153381
ENSG00000198952,1190.87607437528,2623.81137983952,1761.54120521165,1541.04133713169,2195.6528046164,2313.59090450304,1816.94433081551,1676.28437556651,2249.52856193499,1695.44874427856,1685.78669256024,1739.67175219647,1716.62182539042,2912.868800234,3099.3577793545,1531.1744158648,1636.32169832479,2509.60235117689,3833.67880435052,1846.21806073508,2436.33051346705,2393.71056874348,3037.287273953,1858.60465789698,1953.6007276246,2855.81285974931,1507.26414659034,1964.87815799802,3267.26127499994,2268.11528441894,849.005257538541,619.683100390972,948.805024772998,817.69250657018,1273.98351654653,38.9218933016597,1199.69267100636,1002.08764854048,441.280218555521,1004.8645787127,524.671105941412,948.557753943518,1047.11855433542,375.875247931539,524.520655791496,905.808579410425,875.416774803076,984.900063589049,396.461955492386,967.25487910031,1685.96553915969,964.53280370449,892.900326781367,1970.66619368202,305.479799147442,1119.59734627253,569.727303854341,1089.31680649138,1111.3967899883,1507.82599752272
ENSG00000213366,2.82198121889877,12.882870932109,251.648743601664,158.452361302398,102.749767776233,88.6056091086272,70.9884283553042,176.450986901738,129.454002149089,144.657553410923,287.143485796161,58.2944100783883,82.1495733526078,45.4275379998685,101.778720888181,76.8126468986902,195.21587671576,174.719151031302,99.587127022427,190.226699910146,241.300776186538,119.024282423709,140.113785289874,126.291236525772,37.7710129938161,93.9336760928375,71.0801713627851,69.8650823957761,23.3375805357139,218.137554805911,408.175604585837,81.2917615566652,622.937484315818,712.323481010386,331.693222194781,0.0,479.705438549755,538.355598418025,510.62425289996,496.100674145783,479.440838187842,433.506150443405,487.625446085641,288.387043671612,547.436606772678,453.899683748521,470.536516456654,607.743438989258,419.482327101621,410.639941620865,377.839475669065,611.51555604054,317.331757115409,123.837423147174,405.618665166309,202.331428451025,332.022897652912,743.685291218012,537.413612326246,363.01103981338
ENSG00000092421,33.8637746267853,64.4143546605448,0.0,276.370397620461,129.684172921459,88.6056091086272,120.410751893807,210.703237300311,110.354231340207,183.543992499881,102.499320246224,121.585483877781,168.558754212388,101.867812484554,210.407932605373,246.943137550335,281.71396843128,241.19478761897,335.361778178088,267.506296748643,339.973956039769,168.812217555195,209.891566808735,254.817716175894,70.8206493634051,179.848623738725,204.127671605947,221.960748496315,258.009918144837,225.866838243916,536.4593660271,998.156219769545,375.88441875991,579.529640578865,385.362417297915,0.0,344.976004109126,617.643118482066,1014.9445026777,517.702655452431,780.975956544976,436.662748626245,463.445671899577,1085.50179359539,623.823110043284,544.812339703999,685.74314026241,586.892503645529,509.00599447087,577.078721945601,341.582152246276,622.06650740285,516.473625101099,601.849876495264,1161.16078349967,372.145305900993,984.074433930225,552.655019280291,711.516542946731,644.494777541013
ENSG00000106571,191.894722885117,146.005870563901,0.0,580.009341139475,837.959271184814,231.906038654679,645.185969102638,589.55388564816,374.567727529742,146.213010974481,197.729185155837,650.399061017446,258.619027221173,236.773834423557,274.019633160486,274.875009149858,599.931718687458,306.493864267032,297.910209041448,887.441524134386,585.75987676509,705.588393191529,413.08446659166,402.343762382991,615.877350760278,419.264944511933,202.305103109465,897.735395032451,365.622095059517,321.194667312641,1380.79975951323,269.195669417154,831.593754407005,1547.33692328902,923.814014070344,1264.96153230394,991.162399865773,1523.78620492825,1605.41946179247,1169.48657418751,1061.40361661711,1083.23927641137,841.590473753869,1785.40742767481,1273.10838784344,1199.1180241719,1258.41161377942,1536.2233245894,1033.3589033479,772.848926671827,740.412709896956,1093.34233491936,1104.18499159545,903.187606153387,1298.99236875036,878.877142334141,498.306943275471,1137.29650269899,1070.05728134782,998.065813954991
ENSG00000058262,1648.03703183688,3018.8860884242,2264.83869241497,2073.88346374394,3154.31811367426,3427.72439681337,2515.14697425945,1979.36489424479,2534.96402568995,2092.09042298593,2587.92609983375,2775.64669701812,2101.81204711042,2839.90942102209,3113.05876101252,2621.78703877347,2020.40496796067,3070.82144236834,2237.73125591419,3284.80747880556,2314.33458201215,2242.79089037616,2499.16102287954,1962.54346317926,2130.39005233176,2194.26776287598,2845.63694584005,1516.0104604818,1896.82668465274,1667.80760406724,804.68904904065,975.501138679982,1186.25889146273,1124.41740974081,1510.65586872265,155.687573206639,1312.11022458421,1593.07949977413,745.973702796237,1693.89329280407,584.978129612839,1366.80701316986,1691.91253263048,285.146739810133,906.453172144527,1508.3537736263,1513.13357811448,1554.62120871621,713.631519886295,1728.50766124132,1825.26999231041,1427.89541769926,1783.37209419706,1838.57294232504,1138.65766754037,2096.47877426263,866.857811606126,1128.41137377165,1365.79376623741,1616.81512767945
ENSG00000154721,84.6594365669632,51.5314837284358,0.0,47.1672145272254,89.7813504840872,51.4131312111787,49.4223235385029,95.4911223232936,67.9102962093583,45.108269343191,49.4322962889593,41.6388643417059,29.2087371920383,48.8690181513737,15.6582647520278,46.3415142446643,93.6401359856085,10.5890394564426,34.0468810333084,52.652033010844,96.8791220377177,51.343808104345,80.3840043097284,60.3515643574487,34.0988311749728,25.2017179761271,42.526598251239,65.5371569376307,10.3722580158728,75.5752158382685,359.194532035536,437.109799845675,168.743811647594,344.253597205627,134.612899193107,233.531359809958,152.750568983643,189.223997463761,346.720171722195,229.427939394746,364.857493212131,127.842226405033,104.10736107889,0.0,351.377915044788,186.470484113062,210.951125594908,210.349141849965,386.230679221615,166.438780324736,135.487892790422,232.120929970816,268.760569801826,161.814232912307,311.105578137266,139.10285706008,300.946862897221,288.766690138416,131.968431429226,87.534576976276
ENSG00000145147,276.55415945208,173.918757583471,251.648743601664,284.477262617328,577.593354780961,194.71356075723,255.198906998815,315.535882459579,299.229742672485,295.536937076079,235.530352906218,271.485395507922,535.493515187369,110.815660878467,309.250728852549,217.106820159934,448.361668066685,152.952792148615,125.122287797408,475.566749775365,315.754175530339,199.151740525944,333.258684534082,661.631964807585,165.772779250637,233.688657596815,168.891347340635,183.627694438456,90.7572576388872,212.984699180575,690.399879756616,265.19771393076,1053.38577031507,631.492447704243,939.650825740121,116.765679904979,939.67344402859,918.136156707969,945.600468333259,1702.83204368958,989.035188211398,1302.09675042164,1087.41817797886,939.688119828849,886.083437939032,1100.24221586995,1017.67200070858,690.533917559944,493.659080064713,807.637360264293,415.050939181928,1083.23100653048,1338.94573027777,1221.86257505211,716.161665404593,746.548775065948,412.711549299269,288.766690138416,1389.64348276077,921.687604632554
